Name,Currency,Top Category,Category,Updates,Comments,Rewards,Goal,Pledged,Backers,Start,End,Duration in Days,Facebook Friends,Facebook Shares,Creator - # Projects Created,Creator - # Projects Backed,# Videos,# Images,# Words (Description),# Words (Risks and Challenges),# FAQs,r1,r2,r3,f1,f2,f3,Result,Video
"Dragons of the Earth, Sea, Sky and Stars: A Calendar",USD,Art,Painting,5,2,13,850,3736,100,2014/5/2,2014/6/1,30,641,611,1,3,0,13,1485,332,0,1547,1607,1640,45,48,50,1,1
The Atlanta Way: A Documentary on Gentrification,USD,Film & Video,Documentary,3,0,13,15000,15026,238,2014/4/17,2014/5/19,31,2149,1258,1,1,1,10,910,104,0,925,1813,2215,26,43,51,1,1
The Gold Bridge,USD,Music,Pop,0,2,4,5000,25,1,2014/4/28,2014/5/28,30,275,4,1,0,0,0,217,50,0,0,0,0,0,0,0,0,1
There's a Creature in the Sea.....,USD,Publishing,Children's Book,0,1,3,3500,1550,57,2014/5/9,2014/6/8,30,19,128,3,0,0,2,238,173,0,310,310,310,11,11,11,0,1
"Diggdaddy ""This is how I live""",USD,Music,Hip-Hop,0,0,7,35000,50,1,2014/5/19,2014/6/8,20,687,88,1,0,0,0,298,44,0,50,50,50,1,1,1,0,1
A Documentary Film on the Surprising Life of a Plane Spotter,USD,Film & Video,Documentary,0,0,11,25000,1210,12,2014/5/13,2014/6/4,22,0,8,1,0,0,11,1372,164,0,1060,1060,1060,10,10,10,0,1
Innovative & Ethical Novelty Chocolate Shop,GBP,Food,Food,0,0,5,38100,50.8,2,2014/3/24,2014/4/29,36,341,13,1,0,0,0,182,18,0,0,0,0,0,0,0,0,1
The Mighty Soul Drivers Debut CD - Qualified!,USD,Music,Music,0,0,7,2000,2077,31,2014/2/24,2014/3/26,29,726,75,1,2,0,0,301,69,0,87,110,185,3,5,7,1,1
Magic Phone Stand,USD,Technology,Technology,2,73,12,8000,37186,1171,2014/5/23,2014/6/12,20,0,898,2,2,1,7,590,67,3,3095,4157,5114,129,169,199,1,1
The This Land Project,USD,Art,Painting,2,0,8,1500,2380,30,2014/5/16,2014/6/15,30,322,87,1,2,0,6,525,189,0,335,410,440,3,5,6,1,1
Debut Music Video For Exciting And Unique New Artist,GBP,Music,Music,4,1,11,1270,1416.05,42,2013/12/18,2014/1/8,21,265,149,2,0,2,3,448,311,0,113.03,279.4,374.65,5,9,12,1,0
Mission Brew Coffee,USD,Food,Food,5,0,14,20000,12692,84,2013/12/16,2014/1/27,41,349,783,1,2,0,7,1238,102,0,0,0,2339,0,0,8,0,1
Wood æ¿ Lasers = Art,USD,Art,Art,2,11,11,10000,51221,388,2014/3/27,2014/4/26,30,477,265,2,3,0,11,872,111,0,6821,12141,15813,33,66,84,1,1
Hooked on Kronix is launching their debut EP!,USD,Music,Hip-Hop,1,0,8,1000,228,11,2014/2/18,2014/3/20,29,981,63,1,5,2,0,745,77,0,222,228,228,9,11,11,0,1
Craft & Vessel: a better way to experience beer In Milwaukee,USD,Food,Food,4,1,21,7000,8585,130,2014/4/3,2014/5/3,30,244,333,1,1,0,15,903,150,0,873,1367,1610,13,19,22,1,1
Music Healing,GBP,Music,Music,0,0,2,4445,12268.2,36,2014/4/23,2014/4/28,5,0,0,1,0,0,0,135,56,0,443.23,3770.63,8162.29,2,13,25,1,1
Pandit - 3rd LP Launch,USD,Music,Country & Folk,1,0,3,10000,25,1,2014/4/22,2014/5/22,30,500,106,1,0,0,0,363,60,0,0,0,0,0,0,0,0,0
Tales From Beyond the Storage Locker Door,USD,Publishing,Nonfiction,0,0,6,15000,30,4,2014/3/31,2014/4/30,30,125,0,2,0,0,0,729,48,0,0,0,0,0,0,0,0,0
Happy Place Browniez,CAD,Food,Restaurants,3,5,7,206.25,446.25,26,2014/5/20,2014/6/19,30,0,6,1,0,1,6,221,53,0,33.75,50.25,50.25,3,4,4,1,0
"""Pop-Up"" - Australian Feature Film",AUD,Film & Video,Narrative Film,0,1,8,360,1329.12,24,2014/1/4,2014/1/19,15,438,560,5,1,0,6,200,58,0,244.8,244.8,315.36,5,5,5,1,1
Bendy-Wendy by JoJo Thoreau,USD,Publishing,Children's Book,4,0,4,6000,6000,66,2014/4/9,2014/5/9,30,460,325,1,2,0,0,449,56,4,425,911,1059,13,29,32,1,1
The BetterVent Project - finally a better indoor dryer vent,USD,Design,Product Design,10,3,10,12000,5051,69,2014/3/7,2014/4/6,29,120,195,1,6,0,14,1628,147,4,839,1049,1485,9,14,20,0,1
Launching A Dream,USD,Design,Design,0,0,3,1000,60,1,2014/1/3,2014/2/2,30,427,13,1,0,0,1,173,83,0,0,0,0,0,0,0,0,1
Love-Stuck -  A Duct Tape Love Story,USD,Film & Video,Shorts,0,1,4,500,800,22,2014/4/26,2014/5/26,30,589,66,1,0,0,4,153,63,0,10,10,60,1,1,2,1,1
BOOT-E-LITZ,GBP,Design,Product Design,0,0,6,16510,1424.94,25,2014/4/21,2014/5/21,30,0,70,1,0,0,15,1016,36,0,351.79,1155.7,1155.7,5,17,17,0,1
SaySo Album,CAD,Music,Pop,2,0,9,1875,840,24,2014/3/31,2014/5/1,31,0,192,1,0,0,0,156,92,0,295.5,318.75,356.25,11,12,14,0,1
"""WEER'D ONE"" Playing Cards: Discover Difference",USD,Design,Design,0,0,5,3000,26,2,2014/5/2,2014/5/29,26,0,2,4,0,0,11,279,34,0,25,25,25,1,1,1,0,1
Jardin M__anique: Deuxi__e album / second album,CAD,Music,Rock,3,12,16,2250,5367,168,2014/4/23,2014/5/23,30,1886,1583,1,0,0,11,1914,205,0,732,1402.5,1758,26,51,67,1,1
SHORTIES,USD,Fashion,Fashion,3,4,4,850,1349,36,2014/1/28,2014/2/11,14,27,55,8,2,0,8,143,33,0,853,909,1008,23,25,28,1,1
Skateboard... Longboard... SPEEDBOARD!,USD,Design,Product Design,6,2,14,15000,1517,26,2014/1/8,2014/2/6,29,0,54,1,7,0,7,330,126,0,256,257,257,4,5,5,0,1
Magic Sword Summer Tour,USD,Music,Electronic Music,1,4,10,7500,3175,66,2014/2/6,2014/3/8,30,501,996,1,2,0,8,300,108,0,2073,2180,2180,37,38,38,0,1
From Marble to Flesh: the Biography of Michelangelo's David,USD,Publishing,Nonfiction,3,3,13,5000,7296,157,2014/3/17,2014/4/16,30,0,972,1,0,1,5,1240,127,2,248,540,634,8,11,13,1,1
Shooting the Moon,CAD,Film & Video,Webseries,1,0,12,2250,2437.5,64,2014/3/13,2014/4/11,28,0,321,1,0,0,4,1402,193,0,386.25,523.5,585,9,13,16,1,1
Call of Cthulhu: The Writhing Dark - Extended Edition,USD,Games,Playing Cards,4,65,5,5000,15091,401,2014/5/2,2014/5/16,13,314,289,3,57,0,18,391,170,0,2589,2875,3268,87,99,113,1,0
Fleur-De-Lis Academy of Ballet: New Studio Creation!,USD,Dance,Dance,6,0,9,12000,12373,33,2014/3/10,2014/3/30,20,606,194,1,1,0,0,366,129,0,358,1460,1735,2,5,9,1,1
Fellwater,CAD,Publishing,Fiction,4,3,12,2400,3863.25,144,2014/4/8,2014/5/9,31,1536,425,3,16,0,7,813,272,6,266.25,456,513,12,17,19,1,1
Troubadour - An Interactive Graphic Novel,USD,Games,Video Games,6,16,11,15000,17014,362,2014/1/22,2014/2/21,30,0,326,2,22,1,22,779,151,1,4597,5094,5928,60,82,98,1,1
Gather The Sands Official Music Video,AUD,Film & Video,Film & Video,1,0,11,1440,230.4,5,2014/1/23,2014/2/3,10,0,6,1,0,0,0,161,74,0,0,36,144,0,1,1,0,1
Walking Within A Dream,USD,Photography,Photography,3,0,7,5500,190,2,2014/4/30,2014/6/2,32,189,0,1,0,0,1,383,63,4,0,0,0,0,0,0,0,1
Send Truth AND Consequences To TNT's 2014 Youth Conference,USD,Theater,Plays,7,1,6,2800,3315,44,2014/5/22,2014/6/4,13,0,399,1,0,0,3,274,111,2,243,400,490,4,6,9,1,1
"""Imagination Nation"" The new children's CD from Steve Elci",USD,Music,Music,0,0,4,3500,3600,42,2014/2/24,2014/3/26,29,1944,424,1,1,0,0,185,61,0,248,312,500,7,9,12,1,1
[MADAC LOBBY] Hub/Lobby Minigame Minecraft server!,GBP,Games,Video Games,0,0,5,635,50.8,3,2014/1/1,2014/2/5,35,0,2,1,0,0,1,446,16,0,0,0,0,0,0,0,0,1
Kestrel anime,USD,Film & Video,Animation,0,0,3,800,177,3,2014/3/19,2014/4/2,14,0,0,2,0,0,0,142,158,0,152,152,152,2,2,2,0,1
Resistance Album,USD,Music,Music,1,8,9,10000,10136,128,2014/1/27,2014/3/21,52,1017,594,1,0,0,0,287,161,1,1175,1700,1700,6,11,11,1,1
The Annapurna Clothing Initiative,USD,Fashion,Fashion,1,1,19,4000,2761,30,2014/2/20,2014/4/6,44,1313,207,1,0,0,15,491,93,0,576,707,906,11,12,16,0,1
FOOL MOON air SUP: Carry it anywhere,USD,Design,Design,2,2,11,80000,28362,54,2014/2/24,2014/4/1,35,265,228,1,2,0,22,798,386,0,4211,6402,6466,8,11,13,0,1
Scarlett: The webseries,USD,Film & Video,Webseries,0,0,4,4000,4075,39,2014/5/19,2014/6/4,16,1047,200,7,6,0,0,271,67,0,1577,2110,2295,7,11,15,1,1
The Monopoly Revolution,USD,Film & Video,Film & Video,0,0,6,1000000,20,2,2013/12/17,2014/1/16,30,0,0,1,0,0,0,259,119,0,0,10,10,0,1,1,0,0
Masks & Sound Sculptures,USD,Art,Mixed Media,2,0,9,5000,5028,74,2014/2/1,2014/3/3,30,1482,389,1,6,0,0,236,198,1,255,427,493,6,11,13,1,1
'In The Red' - Short Film,GBP,Film & Video,Short Film,0,0,8,889,80.01,3,2014/3/10,2014/4/4,25,241,5,1,1,0,8,657,187,0,3.81,10.16,10.16,1,2,2,0,0
DIRTY OLD WEDGE,USD,Film & Video,Documentary,0,4,17,18000,24471,217,2014/4/8,2014/5/8,30,2976,2177,1,0,2,11,856,96,0,1967,3324,5645,38,62,78,1,1
Michigan Disc Golf Calendar,USD,Photography,Photography,1,2,3,5000,75,3,2013/12/28,2014/1/27,30,85,44,1,0,0,1,308,167,0,25,25,25,1,1,1,0,1
Daron's Guitar Chronicles: Second Omnibus Paperback,USD,Publishing,Fiction,6,11,24,3500,5258,115,2014/4/9,2014/5/9,30,2505,115,5,65,0,15,2265,149,3,1072,1446,1555,16,20,22,1,1
Team Antimatter NZ Goes to First Lego League World Festival,NZD,Technology,Technology,1,2,5,2380,2527.56,19,2014/2/19,2014/3/20,29,150,143,1,0,0,6,672,91,0,183.6,183.6,183.6,4,4,4,1,1
A 'Sci-Fi-London 48hr Film Challenge 2014' Short Film,GBP,Film & Video,Short Film,1,2,4,381,654.05,25,2014/3/25,2014/4/6,12,357,144,1,9,0,10,316,104,0,199.39,372.11,422.91,8,13,14,1,0
Patented Diamond Invisible Set Rings in a Simulated Ring Kit,USD,Fashion,Fashion,0,0,3,195000,250,1,2014/3/28,2014/4/27,30,0,7,1,0,0,13,489,85,0,0,0,0,0,0,0,0,1
The Jungle Referendum,GBP,Film & Video,Festivals,0,1,4,1270,1461.77,33,2014/5/11,2014/6/10,29,560,225,1,0,0,0,205,135,0,265.43,318.77,322.58,4,5,5,1,1
Legacy: G.L.O.W.,USD,Publishing,Fiction,6,15,11,9300,1890,45,2014/4/26,2014/5/26,30,666,382,1,3,0,0,343,116,0,35,85,157,2,3,4,0,1
Necromancer,GBP,Games,Video Games,10,16,8,10160,10181.59,77,2014/3/17,2014/4/16,30,145,351,1,2,1,32,2701,372,2,234.95,920.75,977.9,10,12,14,1,1
"Zen Puzzles_: Artisanal, Wooden Jigsaw Puzzles",USD,Games,Tabletop Games,14,28,21,16000,30553,198,2014/1/14,2014/2/13,30,121,35,1,0,0,39,1956,96,0,1133,8792,10377,15,28,40,1,1
Big Fish River Board Game,USD,Games,Tabletop Games,15,0,9,19500,7134,117,2013/12/19,2014/1/18,30,706,622,1,3,0,4,1292,301,0,810,895,955,21,24,26,0,1
KickStart A Soulful Beginning w/ Soul Child Clothing,USD,Fashion,Fashion,0,0,4,10000,220,5,2014/2/19,2014/3/21,29,0,71,1,0,0,0,126,90,0,0,0,0,0,0,0,0,0
Album release. We Might Be Giants,USD,Music,Indie Rock,2,0,4,3000,90,3,2014/3/25,2014/4/24,30,151,8,1,0,0,0,355,104,0,0,10,90,0,1,3,0,1
The Charge of the Devastators,USD,Publishing,Nonfiction,5,0,17,12000,425,8,2014/1/23,2014/3/8,44,314,0,2,0,1,7,2964,142,0,235,235,235,3,3,3,0,1
Black Girls Gone Blonde: Stories from a Newly Discovered..,USD,Publishing,Nonfiction,2,7,10,6000,255,11,2014/4/30,2014/5/22,22,706,79,1,4,0,0,269,79,0,0,0,0,0,0,0,0,1
ColourBOMBE - Bringing colour to your designs,GBP,Design,Product Design,2,2,8,127,217.17,6,2014/3/21,2014/4/20,30,0,15,1,2,0,2,42,43,2,0,0,0,0,0,0,1,0
ARQ Modular Nesting Docks,USD,Design,Product Design,9,220,1,13000,52103,1212,2014/3/24,2014/5/4,41,0,371,4,2,4,61,27,232,0,8484,10453,12237,174,227,273,1,1
15 Year Old Creating Painting Shed/Studio,USD,Art,Art,4,1,5,750,158,9,2014/2/4,2014/2/24,20,0,11,2,0,0,10,400,53,0,27,52,52,3,4,4,0,1
Nintendo Underdogs Reorchestrated,USD,Games,Video Games,3,8,9,6000,4733,168,2014/3/27,2014/4/28,31,0,467,1,0,0,6,903,201,2,777,1060,1146,31,43,48,0,1
"Wilderness, the New Album by Palaxy Tracks",USD,Music,Indie Rock,7,1,8,6500,7394,178,2014/4/21,2014/5/21,30,310,1261,1,4,0,15,894,52,0,1116,1880,1886,23,43,43,1,1
The Art of Self-Directed Learning,USD,Publishing,Nonfiction,5,3,13,6000,8357,264,2014/5/5,2014/5/19,14,1775,832,1,0,0,14,1584,45,0,3558,4892,5339,90,138,156,1,1
WMN Woodworking's Next Step,USD,Art,Mixed Media,5,0,6,2000,555,8,2014/1/24,2014/2/23,30,46,0,2,1,0,7,1027,76,1,710,710,710,9,9,9,0,1
LADDIE - THE DOCUMENTARY,USD,Film & Video,Documentary,11,9,39,67350,85165,292,2014/4/16,2014/5/16,30,0,2651,1,0,0,30,1183,108,0,2537,6400,8171,19,32,41,1,1
"Midnight, the Stars and You",USD,Film & Video,Short Film,2,0,8,2200,2320,29,2014/1/2,2014/1/9,7,416,199,1,3,0,10,1003,214,0,447,762,931,9,14,15,1,1
I'll Always Be Here,USD,Film & Video,Shorts,3,1,11,600,661,21,2014/4/4,2014/4/28,23,245,79,1,1,0,0,105,69,1,170,270,270,4,5,5,1,1
"EndGame Cafe - Coffee, Games, Community.",USD,Games,Tabletop Games,10,64,13,25000,47385,628,2014/3/26,2014/5/10,45,377,1069,1,91,0,7,1704,59,3,18993,21447,22052,195,232,249,1,1
The Bear Who Loved Honey,USD,Publishing,Children's Book,2,2,5,2500,3460,71,2014/3/13,2014/4/12,30,651,76,1,4,0,4,153,75,0,1238,1382,1497,16,20,24,1,1
Famatic: The Social Photo Frame Connecting Generations,USD,Technology,Gadgets,7,41,6,75000,56612,285,2014/4/22,2014/6/4,42,0,438,1,0,0,31,754,99,3,10947,17117,18371,55,89,96,0,1
A Handful of Dates - A Short Film Set in Sudan,USD,Film & Video,Shorts,0,0,12,20000,5644,73,2014/5/23,2014/6/22,30,0,964,1,2,0,15,1464,126,0,364,951,1348,6,13,16,0,1
"Kickshaws Downtown Market--""From Farm to Table!""",USD,Food,Food,1,0,11,15000,1993,37,2014/4/4,2014/4/29,25,168,444,1,0,0,6,781,39,0,30,41,125,2,2,4,0,1
Space Bacon - Help Support The First Mario Style iPhone Game,USD,Games,Games,0,0,7,1000,10,1,2014/3/12,2014/4/11,30,0,0,1,0,0,3,477,88,0,0,0,0,0,0,0,0,1
Iz The Wiz. King of New York.,GBP,Film & Video,Documentary,0,0,12,12700,469.9,5,2014/2/20,2014/4/20,59,1216,778,2,0,0,0,384,101,1,72.39,88.9,88.9,2,3,3,0,1
Modern Parables - Jesus' Truth in Today's Context,GBP,Publishing,Publishing,0,0,7,3175,3531.87,65,2014/4/22,2014/6/11,50,451,34,1,0,0,3,386,81,0,283.21,450.85,450.85,5,10,10,1,1
Following My Dreams,USD,Music,Country & Folk,0,0,6,3000,100,1,2014/1/13,2014/3/14,59,1122,0,1,0,0,0,230,94,0,0,0,0,0,0,0,0,0
Street Heroes - A Facebook Beat 'em Up,GBP,Games,Video Games,2,0,15,76200,3773.17,37,2014/5/12,2014/6/11,30,662,386,1,0,0,31,1478,226,0,1496.06,1651,1690.37,26,27,28,0,1
"""You Are Not Alone"" Epilepsy Awareness Comic Book: ToteMan",USD,Comics,Comics,4,1,16,5000,465,17,2014/3/26,2014/5/25,60,0,354,1,21,0,5,661,302,0,237,250,281,4,5,6,0,1
Custom Dice for Horror themed Arkham and Eldritch Games!,USD,Games,Tabletop Games,22,145,12,6000,24214,885,2014/1/10,2014/2/9,30,62,20,1,6,0,3,716,70,1,5443,8471,10376,214,326,401,1,0
Kickstarter Success - Card Deck,GBP,Design,Graphic Design,5,8,12,5080,2393.95,149,2014/3/3,2014/4/3,30,95,48,3,18,0,12,1524,71,0,792.48,918.21,1010.92,47,55,62,0,0
Exploring Visual Documentation for Social Uprising Spaces,USD,Art,Art,2,0,10,16500,1149,29,2014/4/4,2014/5/4,30,558,179,2,4,0,0,394,109,0,418,725,805,7,10,11,0,1
The Sliding Taco - Food Truck,USD,Food,Food,1,0,6,5000,440,11,2014/3/21,2014/4/20,30,527,70,1,0,0,3,237,82,0,35,35,161,2,2,4,0,0
One Robot Per Child,USD,Technology,Hardware,8,4,8,2300,5588,59,2014/1/2,2014/2/1,30,340,1,1,9,1,11,1068,241,6,472,662,673,10,11,12,1,1
"Day of the Reign first LP  Album Title ""Take Control""",USD,Music,Rock,0,0,1,10000,25,1,2013/12/22,2014/1/21,30,277,5,1,0,0,0,124,61,0,25,25,25,1,1,1,0,0
Jess the Goth Fairy,GBP,Publishing,Publishing,12,15,9,7620,8954.77,139,2014/3/4,2014/4/3,29,77,582,1,0,0,3,858,107,0,1121.41,1943.1,2952.75,18,22,31,1,1
Pin Yin Playing Cards,AUD,Games,Tabletop Games,0,0,1,4680,0.72,1,2014/3/24,2014/4/23,30,92,4,1,0,0,0,119,59,0,0,0,0,0,0,0,0,1
Support us in our full-length show in May 2014!,USD,Art,Performance Art,0,3,6,10000,11649,163,2014/3/8,2014/4/7,29,2417,1342,1,0,0,0,282,94,0,1322,1350,1455,7,8,9,1,1
The Price Of Fame,USD,Film & Video,Documentary,8,36,18,30000,31745,302,2014/3/26,2014/4/25,30,1321,6649,1,1,3,0,494,60,4,1249,2158,3141,20,31,45,1,1
The Helping Friendly Van,USD,Dance,Dance,0,0,4,3000,210,3,2014/6/7,2014/6/16,9,581,31,1,0,0,0,169,50,0,0,110,110,0,2,2,0,0
Orphan - A Webshow Pilot w/ an Alternate Reality Game Twist,USD,Film & Video,Webseries,9,24,15,12000,4331,110,2014/4/4,2014/5/19,45,685,626,1,8,0,73,869,243,0,428,525,574,31,38,43,0,1
Junie Cookies for Valentine's Day,USD,Food,Food,1,0,6,500,1023,17,2014/1/24,2014/2/6,12,403,18,4,6,0,8,504,99,0,165,165,240,2,2,3,1,1
Diminuto iPhone Wallet Case - Minimal & Multifunctional,USD,Design,Product Design,3,2,12,10000,1141,39,2014/3/12,2014/4/11,30,0,16,1,3,0,16,1252,93,0,268,392,422,8,12,14,0,1
MONSTERS,USD,Film & Video,Film & Video,0,0,5,4000,4050,18,2014/3/11,2014/3/25,14,676,45,3,1,0,0,193,129,0,1000,1055,1055,1,3,3,1,1
"Music in the Park 2014, 4th Annual Event",USD,Music,World Music,17,0,10,6000,6251,109,2014/4/2,2014/4/23,21,0,3922,1,0,0,3,673,110,0,369,667,886,12,20,22,1,1
Bear,GBP,Film & Video,Animation,2,2,9,15240,262.89,10,2014/4/18,2014/5/18,30,0,13,1,0,0,14,1232,79,0,187.96,187.96,187.96,6,6,6,0,1
"Darkraven Soundscapes - ""Colossus"" Edition",USD,Games,Tabletop Games,5,62,4,2000,5313,110,2014/3/18,2014/4/1,14,0,1,3,0,1,9,435,82,0,1858,2919,3337,38,62,68,1,1
CELEBRATE WORLD CUP 2014!,CAD,Art,Illustration,0,0,14,3750,111.75,1,2014/3/31,2014/5/30,60,1868,0,3,0,0,20,713,118,0,111.75,111.75,111.75,1,1,1,0,1
Things Being What They Are,USD,Theater,Theater,0,1,7,6000,6061,47,2014/4/2,2014/5/2,30,261,96,1,0,0,0,257,80,0,550,1103,1130,4,8,9,1,1
'Transformations': Making the Virtual Real,GBP,Art,Art,7,0,8,5604.51,1767.84,46,2014/4/21,2014/5/21,30,0,254,1,2,0,15,2274,360,0,276.86,403.86,765.81,5,8,17,0,1
CLIVE BARKER: IMAGINER Deluxe Hardcover Art Book.,USD,Publishing,Art Book,8,28,16,35000,77901,451,2014/1/7,2014/2/10,33,1754,3260,10,80,0,8,823,71,0,9942,17049,18864,57,98,108,1,1
Sydney Annual Food & Fire Festival,AUD,Art,Public Art,0,0,4,14400,162,3,2014/4/30,2014/5/23,22,55,6,1,0,0,0,314,128,0,105.12,144,144,1,2,2,0,1
Escape Big Box,USD,Games,Tabletop Games,20,2006,17,20000,246416,2742,2014/4/15,2014/5/7,22,0,467,21,4,1,36,2172,289,0,47527,60505,66691,629,774,841,1,1
"Publishing Book 3 of the Divine Series, ""Divine Witness""",USD,Publishing,Fiction,0,0,5,1500,61,4,2014/1/16,2014/2/15,30,567,0,1,0,0,0,112,60,0,40,40,40,2,2,2,0,0
Star Rider Ultimate Legacy,GBP,Games,Games,0,0,6,1905,29.21,5,2014/1/13,2014/2/12,30,0,1,1,0,0,4,314,73,0,0,0,0,0,0,0,0,0
Fantasy and Dragon Paintings by Teal Newcomb,USD,Art,Painting,5,3,17,400,1200,37,2014/1/27,2014/2/16,20,107,10,4,5,0,18,1318,31,0,76,176,216,3,4,4,1,0
Ragman Rolls,USD,Music,Rock,1,0,8,6000,6100,41,2014/3/20,2014/4/19,30,286,77,1,0,0,5,199,77,0,146,190,312,4,7,9,1,1
PRINT ISN'T DEAD :: Quarterly Publication,GBP,Publishing,Periodical,5,0,17,5740.4,8679.18,311,2014/3/6,2014/4/5,29,2084,844,1,3,0,11,1177,74,0,770.89,1064.26,1122.68,23,30,34,1,1
"""Light of Love,"" First Full Length Album",USD,Music,Indie Rock,2,0,9,1500,2060,28,2014/5/1,2014/5/31,30,2056,82,1,0,0,2,156,111,0,1149,1290,1314,11,14,15,1,1
House Rake,USD,Design,Product Design,7,0,11,5000,800,16,2014/4/28,2014/6/7,40,88,156,1,0,0,7,490,165,0,40,115,440,1,3,5,0,1
Dillon Montara-Handmade Menswear from Mission San Francisco,USD,Fashion,Fashion,6,14,18,10000,41372,315,2014/1/15,2014/2/14,30,0,27,1,2,2,16,1366,135,2,4458,5745,8062,54,67,81,1,1
These are the Days: Latest Album by Mo Leverett,USD,Music,Music,1,0,14,7500,8530,100,2014/2/28,2014/3/30,29,3106,400,1,2,0,0,357,67,0,450,450,588,6,6,8,1,1
Operation Burnin' Rubber shirts,USD,Design,Product Design,0,0,5,1000,121,3,2014/4/4,2014/4/25,21,459,30,1,4,0,0,206,42,0,120,120,120,1,2,2,0,0
Birds of Lace 2014 Letterpress Chapbooks & Broadsides,USD,Publishing,Poetry,5,1,12,3500,3822,101,2014/3/25,2014/4/24,30,0,525,1,16,0,2,349,150,0,836,922,1050,15,19,22,1,1
"""Turn 2 Healthy Racing"" Children Book Series",USD,Publishing,Children's Book,0,0,9,20000,36,3,2014/2/11,2014/3/27,44,0,623,1,0,0,4,607,75,0,0,26,26,0,2,2,0,1
Personal Launch Page,AUD,Technology,Open Software,0,0,4,3600,141.12,12,2014/3/7,2014/4/6,29,76,7,1,0,0,0,441,72,1,50.4,61.92,61.92,3,4,4,0,1
Summer Music Camps at EAA,USD,Music,Music,2,0,3,40000,180,11,2014/5/20,2014/6/7,17,4616,516,1,2,0,0,261,143,0,0,14,30,0,0,1,0,1
The Roaming Story (round 2),USD,Publishing,Fiction,0,0,3,246,25,2,2014/4/5,2014/5/5,30,0,7,2,1,0,0,283,322,0,10,25,25,1,2,2,0,1
Mitch Gray Music,USD,Music,Country & Folk,2,0,6,3500,70,3,2014/5/1,2014/5/31,30,279,15,1,1,0,45,111,132,0,0,0,0,0,0,0,0,1
DUAL PERSPECTIVE,USD,Dance,Dance,2,0,7,5500,5511,68,2014/1/29,2014/3/5,34,0,253,1,0,0,2,631,70,0,31,35,235,1,2,3,1,1
"Interior and Environmental Design, Dundee Degree Show 2014",GBP,Design,Design,0,0,7,1905,2098.04,61,2014/2/21,2014/3/30,37,0,316,1,0,0,0,223,139,0,215.9,215.9,223.52,4,4,5,1,1
A Journal of: Infectious Thoughts,USD,Publishing,Poetry,0,0,8,5000,62,2,2014/4/11,2014/5/11,30,0,0,1,0,0,18,1110,60,0,0,0,0,0,0,0,0,0
Lutheran Gospel: The Shared Traditions Project,USD,Music,Music,1,0,11,8434,9158,35,2014/3/26,2014/4/29,33,163,71,1,0,0,0,236,323,0,100,350,390,1,2,3,1,1
Smart Letters - Words puzzle game,GBP,Games,Video Games,0,0,9,1905,21.59,4,2014/1/22,2014/2/21,30,50,1,1,0,0,9,621,82,0,1.27,1.27,7.62,1,1,2,0,1
NINJA HIGH SCHOOL Textbook vol.1,USD,Comics,Graphic Novels,10,27,13,8800,16047,244,2014/5/16,2014/6/15,30,3429,354,3,2,0,30,539,126,0,3709,4412,5699,38,49,69,1,1
Luminous Journey: Persian-Language Version,USD,Film & Video,Film & Video,5,0,6,10000,10181,70,2014/3/14,2014/4/20,36,2077,414,2,8,0,0,126,95,4,0,6,1119,0,0,4,1,1
Living Water on VINYL,USD,Music,Indie Rock,0,0,17,1500,1900,45,2014/1/10,2014/2/9,30,0,136,1,1,0,7,731,218,0,205,280,300,4,6,7,1,1
THINK Light,USD,Design,Product Design,0,2,8,10000,286,4,2014/4/9,2014/5/19,40,1846,0,2,3,0,14,447,106,0,300,300,300,3,3,2,0,1
RagTop - Our First Full Length Album!,USD,Music,Rock,2,1,8,2975,250,6,2014/3/21,2014/4/20,30,1224,81,1,1,0,3,364,77,0,75,75,75,3,3,3,0,1
"""Wet Coast"" waterproof toque",CAD,Design,Product Design,1,3,4,33900,684.75,33,2014/3/19,2014/4/18,30,0,1,1,0,0,5,464,49,0,173.25,269.25,292.5,6,10,11,0,1
Tommy's Birthday,CAD,Publishing,Children's Book,0,0,1,750,22.5,3,2014/3/24,2014/4/23,30,838,0,1,0,0,0,178,47,0,0,7.5,7.5,0,1,1,0,0
Make Your Thing,USD,Art,Art,8,2,8,120000,36453,257,2014/1/27,2014/2/26,30,2872,259,5,13,0,3,1043,61,8,9107,11281,13072,55,79,95,0,1
"One Mind, One Instructor & 30 kids.",USD,Art,Performance Art,1,0,7,5000,720,19,2014/2/11,2014/4/12,59,1966,378,3,0,0,3,306,45,0,0,0,0,0,0,0,0,1
Community Service - A Sketch Show Pilot,USD,Film & Video,Short Film,0,0,3,7000,320,6,2014/3/5,2014/4/4,29,0,115,2,0,0,0,295,54,0,100,100,125,1,1,2,0,1
NewBridge Off-Site,GBP,Art,Art,0,0,11,1651,2059.94,56,2014/4/3,2014/4/17,14,183,289,1,0,0,9,303,174,0,444.5,571.5,571.5,8,9,9,1,1
After Reset: The Fall of Gyes,USD,Comics,Comics,10,102,9,12500,14299,458,2014/2/19,2014/3/21,29,0,283,3,1,0,29,810,97,1,3636,4053,4428,180,199,213,1,1
Alphabet Worldwide (sharing LOVE with the whole WORLD),USD,Fashion,Fashion,1,0,7,11000,950,17,2014/5/28,2014/6/8,10,986,144,1,1,0,9,49,71,0,491,515,665,6,8,10,0,1
